filename,duration_sec,rms_db,silence_ratio,clipping_ratio,zero_crossing_rate,quality_score,quality
Yali Good News 033 Picture 33 If We Sin 31721_002.wav,15.0,-21.642760873682917,0.24307036247334754,0.0,0.09313470315831557,100,GOOD
Yali Good News 033 Picture 33 If We Sin 31721_001.wav,15.0,-21.066386438687786,0.21748400852878466,0.0,0.10482221981609809,100,GOOD
Yali Good News 032 Picture 32 Temptation 31721_008.wav,9.696875,-21.62015320793313,0.11842105263157894,0.0,0.0744371916118421,100,GOOD
Yali Good News 032 Picture 32 Temptation 31721_007.wav,15.0,-21.868402666024135,0.2622601279317697,0.0,0.08977711886993603,100,GOOD
Yali Good News 032 Picture 32 Temptation 31721_006.wav,15.0,-22.62633022134979,0.31556503198294245,0.0,0.08354294376332623,100,GOOD
Yali Good News 032 Picture 32 Temptation 31721_005.wav,15.0,-20.968472517957274,0.2515991471215352,0.0,0.0887849396988273,100,GOOD
Yali Good News 032 Picture 32 Temptation 31721_004.wav,15.0,-22.758945625163097,0.34968017057569295,0.0,0.08764388159648187,100,GOOD
Yali Good News 032 Picture 32 Temptation 31721_003.wav,15.0,-21.895277732183974,0.2537313432835821,0.0,0.09284319196428571,100,GOOD
Yali Good News 032 Picture 32 Temptation 31721_002.wav,15.0,-21.544347257875998,0.3070362473347548,0.0,0.07234058502132196,100,GOOD
Yali Good News 032 Picture 32 Temptation 31721_001.wav,15.0,-21.545384786866922,0.279317697228145,0.0,0.08722639592217483,100,GOOD
Yali Good News 031 Picture 31 Casting out Evil Spirits 31721_009.wav,5.834875,-20.69322237006585,0.0,0.0,0.06222250683060109,100,GOOD
Yali Good News 031 Picture 31 Casting out Evil Spirits 31721_008.wav,15.0,-20.651075020726502,0.16417910447761194,0.0,0.0926682852478678,100,GOOD
Yali Good News 031 Picture 31 Casting out Evil Spirits 31721_007.wav,15.0,-21.986813377859402,0.2878464818763326,0.0,0.09347098214285714,100,GOOD
Yali Good News 036 Picture 36 The Body of Christ 31721_004.wav,15.0,-22.917659294352227,0.3390191897654584,0.0,0.11038383695362473,100,GOOD
Yali Good News 036 Picture 36 The Body of Christ 31721_001.wav,15.0,-21.926587039426213,0.27078891257995735,0.0,0.09945112606609809,100,GOOD
Yali Good News 035 Picture 35 Death 31721_003.wav,15.0,-20.68586587553783,0.14285714285714285,0.0,0.09585929171108742,100,GOOD
Yali Good News 035 Picture 35 Death 31721_002.wav,15.0,-22.1002771502234,0.2942430703624733,0.0,0.10356143390191898,100,GOOD
Yali Good News 035 Picture 35 Death 31721_001.wav,15.0,-21.567227927107723,0.22174840085287847,0.0,0.10699606043443496,100,GOOD
Yali Good News 034 Picture 34 Sickness 31721_007.wav,6.251375,-21.85875681167999,0.02040816326530612,0.0,0.07913145727040816,100,GOOD
Yali Good News 034 Picture 34 Sickness 31721_006.wav,15.0,-21.676655926456114,0.21108742004264391,0.0,0.10655775253198294,100,GOOD
Yali Good News 034 Picture 34 Sickness 31721_005.wav,15.0,-21.93748295724064,0.3006396588486141,0.0,0.09765520888859275,100,GOOD
Yali Good News 034 Picture 34 Sickness 31721_004.wav,15.0,-22.248324306121262,0.3304904051172708,0.0,0.08745231709754797,100,GOOD
Yali Good News 034 Picture 34 Sickness 31721_003.wav,15.0,-22.076604579929757,0.32409381663113007,0.0,0.0798928071695096,100,GOOD
Yali Good News 034 Picture 34 Sickness 31721_002.wav,15.0,-22.173029899391885,0.31343283582089554,0.0,0.0884757296108742,100,GOOD
Yali Good News 034 Picture 34 Sickness 31721_001.wav,15.0,-21.8781757314181,0.2814498933901919,0.0,0.08494948527452026,100,GOOD
Yali Good News 033 Picture 33 If We Sin 31721_007.wav,7.9575,-20.811522981856065,0.040160642570281124,0.0,0.07498352786144578,100,GOOD
Yali Good News 033 Picture 33 If We Sin 31721_006.wav,15.0,-21.907786786821028,0.24946695095948826,0.0,0.09279842417377399,100,GOOD
Yali Good News 039 Picture 39 Bearing Fruit 31721_003.wav,15.0,-22.037878697184397,0.27292110874200426,0.0,0.09829965684968017,100,GOOD
