filename,duration_sec,sample_rate,channels
Yali LLL 7 JESUS - Lord Saviour 013 Picture 12 Jesus Appears to His Friends 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 013 Picture 12 Jesus Appears to His Friends 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 013 Picture 12 Jesus Appears to His Friends 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 013 Picture 12 Jesus Appears to His Friends 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 013 Picture 12 Jesus Appears to His Friends 65173_006.wav,14.079,16000,1
Yali LLL 7 JESUS - Lord Saviour 014 Picture 13 Jesus Teaches Two Friends 65173_001.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 014 Picture 13 Jesus Teaches Two Friends 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 014 Picture 13 Jesus Teaches Two Friends 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 014 Picture 13 Jesus Teaches Two Friends 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 014 Picture 13 Jesus Teaches Two Friends 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 014 Picture 13 Jesus Teaches Two Friends 65173_006.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 014 Picture 13 Jesus Teaches Two Friends 65173_007.wav,13.497,16000,1
Yali LLL 7 JESUS - Lord Saviour 015 Picture 14 The Son Among the Pigs 65173_001.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 015 Picture 14 The Son Among the Pigs 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 015 Picture 14 The Son Among the Pigs 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 015 Picture 14 The Son Among the Pigs 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 015 Picture 14 The Son Among the Pigs 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 015 Picture 14 The Son Among the Pigs 65173_006.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 016 Picture 15 The Lost Son Comes Home 65173_001.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 016 Picture 15 The Lost Son Comes Home 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 016 Picture 15 The Lost Son Comes Home 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 016 Picture 15 The Lost Son Comes Home 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 016 Picture 15 The Lost Son Comes Home 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 016 Picture 15 The Lost Son Comes Home 65173_006.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 016 Picture 15 The Lost Son Comes Home 65173_007.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 016 Picture 15 The Lost Son Comes Home 65173_008.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 016 Picture 15 The Lost Son Comes Home 65173_009.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 016 Picture 15 The Lost Son Comes Home 65173_010.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 016 Picture 15 The Lost Son Comes Home 65173_011.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 016 Picture 15 The Lost Son Comes Home 65173_012.wav,13.177,16000,1
Yali LLL 7 JESUS - Lord Saviour 017 Picture 16 The Wealth of a Rich Man 65173_001.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 017 Picture 16 The Wealth of a Rich Man 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 017 Picture 16 The Wealth of a Rich Man 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 017 Picture 16 The Wealth of a Rich Man 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 017 Picture 16 The Wealth of a Rich Man 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 017 Picture 16 The Wealth of a Rich Man 65173_006.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 017 Picture 16 The Wealth of a Rich Man 65173_007.wav,13.421,16000,1
Yali LLL 7 JESUS - Lord Saviour 018 Picture 17 The Beggar and the Rich Man 65173_001.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 018 Picture 17 The Beggar and the Rich Man 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 018 Picture 17 The Beggar and the Rich Man 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 018 Picture 17 The Beggar and the Rich Man 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 018 Picture 17 The Beggar and the Rich Man 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 018 Picture 17 The Beggar and the Rich Man 65173_006.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 018 Picture 17 The Beggar and the Rich Man 65173_007.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 018 Picture 17 The Beggar and the Rich Man 65173_008.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 018 Picture 17 The Beggar and the Rich Man 65173_009.wav,7.914,16000,1
Yali LLL 7 JESUS - Lord Saviour 019 Picture 18 The Friend at the Door 65173_001.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 019 Picture 18 The Friend at the Door 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 019 Picture 18 The Friend at the Door 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 019 Picture 18 The Friend at the Door 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 019 Picture 18 The Friend at the Door 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 019 Picture 18 The Friend at the Door 65173_006.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 019 Picture 18 The Friend at the Door 65173_007.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 019 Picture 18 The Friend at the Door 65173_008.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 019 Picture 18 The Friend at the Door 65173_009.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 019 Picture 18 The Friend at the Door 65173_010.wav,10.075,16000,1
Yali LLL 7 JESUS - Lord Saviour 020 Picture 19 Two Men in God's House 65173_001.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 020 Picture 19 Two Men in God's House 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 020 Picture 19 Two Men in God's House 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 020 Picture 19 Two Men in God's House 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 020 Picture 19 Two Men in God's House 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 020 Picture 19 Two Men in God's House 65173_006.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 020 Picture 19 Two Men in God's House 65173_007.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 020 Picture 19 Two Men in God's House 65173_008.wav,14.134,16000,1
Yali LLL 7 JESUS - Lord Saviour 021 Picture 20 A Man Sows His Seed 65173_001.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 021 Picture 20 A Man Sows His Seed 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 021 Picture 20 A Man Sows His Seed 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 021 Picture 20 A Man Sows His Seed 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 021 Picture 20 A Man Sows His Seed 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 021 Picture 20 A Man Sows His Seed 65173_006.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 021 Picture 20 A Man Sows His Seed 65173_007.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 021 Picture 20 A Man Sows His Seed 65173_008.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 022 Picture 21 The Seed Grows 65173_001.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 022 Picture 21 The Seed Grows 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 022 Picture 21 The Seed Grows 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 022 Picture 21 The Seed Grows 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 022 Picture 21 The Seed Grows 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 022 Picture 21 The Seed Grows 65173_006.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 022 Picture 21 The Seed Grows 65173_007.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 022 Picture 21 The Seed Grows 65173_008.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 022 Picture 21 The Seed Grows 65173_009.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 022 Picture 21 The Seed Grows 65173_010.wav,14.341,16000,1
Yali LLL 7 JESUS - Lord Saviour 023 Picture 22 Help for an Injured Man 65173_001.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 023 Picture 22 Help for an Injured Man 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 023 Picture 22 Help for an Injured Man 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 023 Picture 22 Help for an Injured Man 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 023 Picture 22 Help for an Injured Man 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 023 Picture 22 Help for an Injured Man 65173_006.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 023 Picture 22 Help for an Injured Man 65173_007.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 023 Picture 22 Help for an Injured Man 65173_008.wav,13.219,16000,1
Yali LLL 7 JESUS - Lord Saviour 024 Picture 23 The House Owner Comes Home 65173_001.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 024 Picture 23 The House Owner Comes Home 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 024 Picture 23 The House Owner Comes Home 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 024 Picture 23 The House Owner Comes Home 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 024 Picture 23 The House Owner Comes Home 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 024 Picture 23 The House Owner Comes Home 65173_006.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 024 Picture 23 The House Owner Comes Home 65173_007.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 024 Picture 23 The House Owner Comes Home 65173_008.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 024 Picture 23 The House Owner Comes Home 65173_009.wav,7.381,16000,1
Yali LLL 7 JESUS - Lord Saviour 025 Picture 24 The Man up a Tree 65173_001.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 025 Picture 24 The Man up a Tree 65173_002.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 025 Picture 24 The Man up a Tree 65173_003.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 025 Picture 24 The Man up a Tree 65173_004.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 025 Picture 24 The Man up a Tree 65173_005.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 025 Picture 24 The Man up a Tree 65173_006.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 025 Picture 24 The Man up a Tree 65173_007.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 025 Picture 24 The Man up a Tree 65173_008.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 025 Picture 24 The Man up a Tree 65173_009.wav,15.0,16000,1
Yali LLL 7 JESUS - Lord Saviour 025 Picture 24 The Man up a Tree 65173_010.wav,12.264,16000,1
